,LANGID,TLC,WIKI,START,LAT,LONG,#utt0,MCD0,#utt1,MCD1,Dur,MCDB,MCDR,NAME
514,QXLQSV,qxl,https://en.wikipedia.org/wiki/Kichwa_language,http://listen.bible.is/QXLQSV/Matt/1/D,-1.35447,-78.3953,7242,6.00,12952,5.84,22:51:52,4.81,4.70,"Quichua, Salasaka Highland"
515,QXNWBT,qxn,https://en.wikipedia.org/wiki/Ancash_Quechua,http://listen.bible.is/QXNWBT/Matt/1/D,-8.97356,-77.4146,10377,6.26,13418,5.86,26:53:33,4.79,4.70,"Quechua, Northern Conchucos Ancash"
516,QXOLLB,qxo,https://en.wikipedia.org/wiki/Ancash_Quechua,http://listen.bible.is/QXOLLB/Matt/1/D,-9.30995,-76.9854,5952,6.96,15681,6.50,27:22:59,5.30,5.19,"Quechua, Southern Conchucos Ancash"
517,QXRBSE,qxr,https://en.wikipedia.org/wiki/Kichwa_language,http://listen.bible.is/QXRBSE/Matt/1/D,-2.48314,-78.9672,14833,5.79,16009,5.61,24:46:19,4.46,4.37,Quichua Cañar Highland
518,RAVNLP,rav,https://en.wikipedia.org/wiki/Sampang_language,http://listen.bible.is/RAVNLP/Matt/1/D,27.2999,87.0019,5417,6.55,4393,6.34,12:45:05,5.74,5.57,Sampang
519,REJLAI,rej,https://en.wikipedia.org/wiki/Rejang_language,http://listen.bible.is/REJLAI/Matt/1/D,-3.33056,102.434,12056,6.42,13039,6.25,20:41:17,5.30,5.16,Rejang
520,RIMBST,rim,https://en.wikipedia.org/wiki/Turu_language,http://listen.bible.is/RIMBST/Matt/1/D,-5.12263,34.6657,4851,7.24,10985,6.73,23:27:40,5.82,5.59,Kinyaturu
521,RMCWFW,rmc,https://en.wikipedia.org/wiki/Carpathian_Romani,http://listen.bible.is/RMCWFW/Matt/1/D,48.1968,20.3129,5715,7.96,10369,6.87,14:17:51,5.42,5.28,"Romani, East Slovak"
522,RMORAM,rmo,https://en.wikipedia.org/wiki/Romani_language,http://listen.bible.is/RMORAM/Matt/1/D,47.5,16.5,15095,7.22,17995,6.61,21:18:23,4.91,4.81,"Romani, Sinti"
523,RMYCVV,rmy,https://en.wikipedia.org/wiki/Vlax_Romani_language,http://listen.bible.is/RMYCVV/Matt/1/D,46.8191,14.8451,9551,7.17,8437,6.82,15:32:50,5.58,5.44,"Romane, Vlax"
524,RONBSR,ron,https://en.wikipedia.org/wiki/Romanian_language,http://listen.bible.is/RONBSR/Matt/1/D,46.3913,24.2256,366,7.97,3382,6.78,06:26:54,5.91,5.73,Român
525,RUGWBT,rug,https://en.wikipedia.org/wiki/Roviana_language,http://listen.bible.is/RUGWBT/Matt/1/D,-8.20493,157.408,12038,5.82,13164,5.73,26:17:59,4.72,4.66,Roviana
526,RUNBSB,run,https://en.wikipedia.org/wiki/Kirundi,http://listen.bible.is/RUNBSB/Matt/1/D,-1.44174,31.3191,5220,8.26,4493,8.28,08:19:48,7.53,7.20,Kirundi
527,RUSS76,rus,https://en.wikipedia.org/wiki/Russian_language,http://listen.bible.is/RUSS76/Matt/1/D,59.0,50.0,1531,6.74,11136,5.60,14:37:42,4.77,4.66,Русский
528,SABWBT,sab,https://en.wikipedia.org/wiki/Bugle_language,http://listen.bible.is/SABWBT/Matt/1/D,8.57695,-81.25648,12997,6.09,16057,5.80,45:58:13,4.80,4.73,Buglere
529,SAGCAR,sag,https://en.wikipedia.org/wiki/Sango_language,http://listen.bible.is/SAGCAR/Matt/1/D,6.78584,20.1702,12392,7.30,14486,6.68,22:44:27,5.24,5.09,Sango
530,SASLAI,sas,https://en.wikipedia.org/wiki/Sasak_language,http://listen.bible.is/SASLAI/Matt/1/D,-8.58349,116.284,503,6.86,8344,6.28,13:53:05,5.43,5.26,Sasak
531,SBANVV,sba,https://en.wikipedia.org/wiki/Ngambay_language,http://listen.bible.is/SBANVV/Matt/1/D,8.57051,15.414,658,8.57,3417,7.49,06:20:22,6.86,6.61,Ngambay
532,SBDABB,khi,https://en.wikipedia.org/wiki/Khoisan_languages,http://listen.bible.is/SBDABB/Matt/1/D,-23,22,2223,8.73,5769,8.33,10:55:19,7.79,7.45,San
533,SBLTBL,xsb,https://en.wikipedia.org/wiki/Sambal_language,http://listen.bible.is/SBLTBL/Matt/1/D,15.5797,120.095,13255,6.16,14688,5.98,27:26:56,5.11,5.01,"Sambal, Botolan"
534,SDALAI,sda,https://en.wikipedia.org/wiki/Toraja-Sa%E2%80%99dan_language,http://listen.bible.is/SDALAI/Matt/1/D,-2.97144,119.829,8247,6.33,12138,6.32,22:23:28,5.18,5.11,Toraja
535,SEHBSM,seh,https://en.wikipedia.org/wiki/Sena_language,http://listen.bible.is/SEHBSM/Matt/1/D,-19.7933,34.9829,11626,7.15,13626,6.56,22:52:21,5.05,4.96,Chisena
536,SEYWBT,sey,https://en.wikipedia.org/wiki/Secoya_language,http://listen.bible.is/SEYWBT/Matt/1/D,-0.459785,-75.5547,7668,6.16,15781,6.10,32:25:44,4.99,4.84,Secoya
537,SGBTBL,sgb,https://en.wikipedia.org/wiki/Antsi_language,http://listen.bible.is/SGBTBL/Matt/1/D,15.1954,120.459,8955,6.91,10692,6.38,23:15:09,5.50,5.37,Ayta Mag-antsi
538,SGWBSE,sgw,https://en.wikipedia.org/wiki/Chaha_language,http://listen.bible.is/SGWBSE/Matt/1/D,8.11879,37.9891,495,7.21,7105,6.60,17:03:41,5.95,5.72,Gurage Chaha
539,SHIRBD,shi,https://en.wikipedia.org/wiki/Shilha_language,http://listen.bible.is/SHIRBD/Matt/1/N,29.7854,-7.77879,8444,5.05,9711,4.96,16:11:02,4.77,4.68,تاشلحيت
540,SHKBSS,shk,https://en.wikipedia.org/wiki/Shilluk_language,http://listen.bible.is/SHKBSS/Matt/1/D,9.85472,31.7926,1468,7.89,5535,6.88,09:08:10,5.98,5.68,Shilluk
541,SHPTBL,shp,https://en.wikipedia.org/wiki/Shipibo_language,http://listen.bible.is/SHPTBL/Matt/1/D,-7.17105,-74.8219,10219,6.96,15268,6.46,27:06:01,5.44,5.32,Shipibo
542,SIGWBT,sig,https://en.wikipedia.org/wiki/Paasaal_language,http://listen.bible.is/SIGWBT/Matt/1/D,10.2004,-1.8048,1351,8.39,4925,7.49,09:08:11,7.03,6.69,Paasaal
543,SILGIL,sil,https://en.wikipedia.org/wiki/Sisaala_language,http://listen.bible.is/SILGIL/Matt/1/D,10.63451,-1.79707,3115,8.79,12051,8.00,18:59:40,6.89,6.57,"Sisaala, Tumulung"
544,SJATBL,sja,https://en.wikipedia.org/wiki/Eperara_language,http://listen.bible.is/SJATBL/Matt/1/D,4.25877,-77.3566,5745,7.52,8226,7.27,15:04:40,6.30,6.02,Epera pedee
545,SLDTBL,sld,https://en.wikipedia.org/wiki/Sisaala_language,http://listen.bible.is/SLDTBL/Matt/1/D,11.0916,-2.38217,839,8.37,11109,7.58,17:26:43,5.98,5.72,Sissala
546,SMLTBL,sml,https://en.wikipedia.org/wiki/Sama_language,http://listen.bible.is/SMLTBL/Matt/1/D,7.004574,118.455978,13702,6.90,14433,6.74,24:17:45,5.49,5.38,Sinama
547,SMOBSP,smo,https://en.wikipedia.org/wiki/Samoan_language,http://listen.bible.is/SMOBSP/Matt/1/D,-13.92,-171.83,5755,7.19,11234,6.35,22:30:28,5.56,5.42,Samoan
548,SNNWBT,snn,https://en.wikipedia.org/wiki/Siona_language,http://listen.bible.is/SNNWBT/Matt/1/D,0.31733,-76.0237,3976,6.32,16708,5.91,32:41:37,4.77,4.64,Siona
549,SNWWBT,snw,https://en.wikipedia.org/wiki/Santrokofi_language,http://listen.bible.is/SNWWBT/Matt/1/D,7.17462,0.42458,8529,6.92,13694,6.45,26:08:39,5.49,5.30,Selee
550,SOMSIM,som,https://en.wikipedia.org/wiki/Somali_language,http://listen.bible.is/SOMSIM/Matt/1/D,4.778704,45.152856,6432,8.45,6147,8.28,16:21:21,7.38,7.12,Somali
551,SOYSIM,soy,https://en.wikipedia.org/wiki/Yobe_language,http://listen.bible.is/SOYSIM/Matt/1/D,9.94366,1.33302,3165,8.47,10299,7.19,14:43:10,5.99,5.72,Sola
552,SPNBDA,spa,https://en.wikipedia.org/wiki/Spanish_language,http://listen.bible.is/SPNBDA/Matt/1/D,40.4414,-1.11788,10604,6.86,11190,6.21,16:35:14,5.28,5.12,Español
553,SPPTBL,spp,https://en.wikipedia.org/wiki/Supyire_language,http://listen.bible.is/SPPTBL/Matt/1/D,11.632,-5.87709,4033,8.46,6680,8.26,14:43:44,7.94,7.59,Supyire
554,SPYWBT,spy,https://en.wikipedia.org/wiki/Sabaot_language,http://listen.bible.is/SPYWBT/Matt/1/D,1.01297,34.6664,2859,8.01,5565,8.06,14:17:43,7.62,7.29,Sabaot
555,SRIWBT,sri,https://en.wikipedia.org/wiki/Siriano_language,http://listen.bible.is/SRIWBT/Matt/1/D,0.436515,-70.184,4954,7.27,8611,7.26,15:42:59,6.44,6.15,Siriano
556,SRMWBT,srm,https://en.wikipedia.org/wiki/Saramaccan_language,http://listen.bible.is/SRMWBT/Matt/1/D,4.54729,-54.0238,279,8.71,995,7.43,01:07:15,7.09,6.77,Saramaccan
557,SRNBSS,srn,https://en.wikipedia.org/wiki/Sranan_Tongo,http://listen.bible.is/SRNBSS/Matt/1/D,5.83,-55.33,11565,7.89,12708,7.60,18:08:57,6.29,6.04,Sranan Tongo
558,STNBSP,stn,https://en.wikipedia.org/wiki/Owa_language,http://listen.bible.is/STNBSP/Matt/1/D,-10.82553,162.30467,10021,6.52,11364,6.30,26:51:35,5.32,5.19,Owa
559,SUACLV,sua,https://en.wikipedia.org/wiki/Sukuma_language,http://listen.bible.is/SUACLV/Matt/1/D,-5.03471,151.891,7785,7.39,9239,6.81,15:15:52,5.60,5.45,Kisukuma
560,SUNIBS,sun,https://en.wikipedia.org/wiki/Sundanese_language,http://listen.bible.is/SUNIBS/Matt/1/D,-6.89708,107.106,11258,7.75,12964,6.88,19:51:56,5.79,5.60,Sundanese
561,SURIBS,sur,https://en.wikipedia.org/wiki/Mwaghavul_language,http://listen.bible.is/SURIBS/Matt/1/D,9.47205,8.96522,2380,8.06,9602,7.09,16:46:51,5.81,5.61,Mwaghavul
562,SUSPBT,sus,https://en.wikipedia.org/wiki/Susu_language,http://listen.bible.is/SUSPBT/Matt/1/D,10.4046,-13.3628,6243,8.01,5517,8.15,11:37:37,7.32,7.02,Susu
563,SUZWBT,suz,https://en.wikipedia.org/wiki/Sunwar_language,http://listen.bible.is/SUZWBT/Matt/1/D,27.5201,86.2476,6693,6.67,3090,6.64,09:59:03,6.34,6.12,Sunuwar
564,SWESFV,swe,https://en.wikipedia.org/wiki/Swedish_language,http://listen.bible.is/SWESFV/Matt/1/D,59.800634,17.389526,5984,7.06,11197,6.12,16:45:31,5.15,4.97,Svenska
565,SXNLAI,sxn,https://en.wikipedia.org/wiki/Sangirese_language,http://listen.bible.is/SXNLAI/Matt/1/D,5.444878,125.481047,3703,7.18,13625,7.65,32:09:05,6.00,5.79,Sangir
566,TAJWBT,taj,https://en.wikipedia.org/wiki/Tamang_language,http://listen.bible.is/TAJWBT/Matt/1/D,27.3239,87.0832,4750,6.69,6315,6.13,17:24:08,5.70,5.51,"Tamang, Eastern"
567,TAQWBT,taq,https://en.wikipedia.org/wiki/Tamasheq_language,http://listen.bible.is/TAQWBT/Matt/1/D,14.2038,-2.41269,2050,7.58,10207,7.11,17:57:08,5.92,5.75,Tamasheq
568,TBYLAI,tby,https://en.wikipedia.org/wiki/Tabaru_language,http://listen.bible.is/TBYLAI/Matt/1/D,1.46563,127.633,12711,6.06,14069,5.66,24:52:12,4.70,4.56,Tabaru
569,TBZBSB,tbz,https://en.wikipedia.org/wiki/Tammari_language,http://listen.bible.is/TBZBSB/Matt/1/D,10.1614,1.18045,587,8.64,4182,7.68,06:18:38,6.61,6.33,Ditammari
570,TCATBL,tca,https://en.wikipedia.org/wiki/Ticuna_language,http://listen.bible.is/TCATBL/Matt/1/D,-3.66289,-69.8723,1169,6.81,4577,6.62,09:37:00,5.93,5.78,Ticuna
571,TCCBST,tcc,https://en.wikipedia.org/wiki/Datooga_language,http://listen.bible.is/TCCBST/Matt/1/D,-4.4131,35.2321,7664,7.41,9728,6.92,19:56:57,5.89,5.73,Datooga
572,TCVWTC,tam,https://en.wikipedia.org/wiki/Tamil_language,http://listen.bible.is/TCVWTC/Matt/1/D,10.520219,78.825989,2043,7.03,6368,6.62,21:14:05,6.01,5.85,தமிழ்
573,TCWWTC,tel,https://en.wikipedia.org/wiki/Telugu_language,http://listen.bible.is/TCWWTC/Matt/1/D,16.4529,78.7024,7190,8.66,4789,9.05,14:46:06,8.26,7.95,Telugu
574,TEMBSL,tem,https://en.wikipedia.org/wiki/Temne_language,http://listen.bible.is/TEMBSL/Matt/1/D,8.90294,-12.3331,1950,7.96,6790,7.17,12:41:42,6.65,6.34,Themne
575,TEOBSU,teo,https://en.wikipedia.org/wiki/Teso_language,http://listen.bible.is/TEOBSU/Matt/1/D,1.18321,33.9394,7745,7.70,10277,7.09,17:33:58,5.86,5.72,Ateso
576,TERTBL,ter,https://en.wikipedia.org/wiki/Ter%C3%AAna_language,http://listen.bible.is/TERTBL/Matt/1/D,-20.6614,-56.0329,10155,7.13,15583,6.49,35:14:21,5.02,4.92,Terena
577,TFRWBT,tfr,https://en.wikipedia.org/wiki/Teribe_language,http://listen.bible.is/TFRWBT/Matt/1/D,9.067,-82.9631,1974,7.40,9821,6.63,16:05:41,5.39,5.26,Teribe
578,TGKIBT,tgk,https://en.wikipedia.org/wiki/Tajik_language,http://listen.bible.is/TGKIBT/Matt/1/D,38.8213,68.5549,900,7.32,2652,6.78,04:49:43,6.28,6.04,Tajik
579,TGLPBS,tgl,https://en.wikipedia.org/wiki/Tagalog_language,http://listen.bible.is/TGLPBS/Matt/1/D,14.06,121.747,10595,6.83,10335,6.51,19:28:06,5.43,5.28,Tagalog
580,TGOTBL,tgo,https://en.wikipedia.org/wiki/Sudest_language,http://listen.bible.is/TGOTBL/Matt/1/D,-11.5229,153.488,7568,6.41,9901,6.12,20:33:27,5.00,4.88,Sudest
581,TGPWBT,tgp,https://en.wikipedia.org/wiki/Tangoa_language,http://listen.bible.is/TGPWBT/Matt/1/D,-15.5643,166.958,5269,6.97,5034,7.09,12:39:57,6.62,6.53,Tangoa
582,THATSV,tha,https://en.wikipedia.org/wiki/Thai_language,http://listen.bible.is/THATSV/Matt/1/D,14.192,100.671,1191,6.98,6491,6.73,15:35:19,5.95,5.76,ภาษาไทย
583,THKBTL,thk,https://en.wikipedia.org/wiki/Meru_language,http://listen.bible.is/THKBTL/Matt/1/D,-0.13221,38.073,8511,8.17,8630,7.79,17:12:30,6.77,6.47,Tharaka
584,TIKWYI,tik,https://en.wikipedia.org/wiki/Tikar_language,http://listen.bible.is/TIKWYI/Matt/1/D,5.87004,11.6104,3178,8.03,7915,7.78,14:07:36,6.38,6.17,Tikar
585,TIRUBS,tir,https://en.wikipedia.org/wiki/Tigrinya_language,http://listen.bible.is/TIRUBS/Matt/1/D,15.3359,38.9266,3148,6.61,4063,6.61,13:07:58,6.61,6.44,Tigrinya
586,TLBLAI,tlb,https://en.wikipedia.org/wiki/Tobelo_language,http://listen.bible.is/TLBLAI/Matt/1/D,1.0946,128.154,9833,7.18,14157,6.62,30:08:43,5.57,5.39,Tobelo
587,TLJWBT,tlj,https://en.wikipedia.org/wiki/Talinga_language,http://listen.bible.is/TLJWBT/Matt/1/D,0.676185,29.9494,7240,7.31,12004,6.55,24:30:24,5.46,5.23,Lubwisi
588,TMCBIV,tmc,https://en.wikipedia.org/wiki/Tumak_language,http://listen.bible.is/TMCBIV/Matt/1/D,9.43747,17.4216,1833,8.18,12291,6.57,20:57:33,5.42,5.17,Tumak
589,TNATBL,tna,https://en.wikipedia.org/wiki/Tacana_language,http://listen.bible.is/TNATBL/Matt/1/D,-13.39249,-68.04056,14533,7.04,14126,6.61,22:51:59,4.92,4.81,Tacana
590,TOBBSA,tob,https://en.wikipedia.org/wiki/Toba_Qom_language,http://listen.bible.is/TOBBSA/Matt/1/D,-24.40253,-60.4472866667,8639,7.22,11804,6.22,26:09:26,5.22,5.11,Toba Qom
591,TOCTBL,toc,https://en.wikipedia.org/wiki/Sierra_Totonac_language,http://listen.bible.is/TOCTBL/Matt/1/D,20.5447,-97.6852,4985,7.05,6640,6.63,19:54:23,5.35,5.22,Totonaco de Coyutla
592,TOHSBM,toh,https://en.wikipedia.org/wiki/Guitonga_language_(Mozambique),http://listen.bible.is/TOHSBM/Matt/1/D,-23.7964,35.1577,10028,7.36,12080,6.85,21:49:02,5.49,5.36,Gitonga
593,TOSTBL,tos,https://en.wikipedia.org/wiki/Sierra_Totonac_language,http://listen.bible.is/TOSTBL/Matt/1/D,20.3798,-97.6159,5085,6.62,10490,6.41,32:57:15,5.36,5.27,Totonaco de la Sierra
594,TPIPNG,tpi,https://en.wikipedia.org/wiki/Tok_Pisin,http://listen.bible.is/TPIPNG/Matt/1/D,-9.41971,147.303,13185,6.66,15168,6.15,24:18:43,4.87,4.75,Tok Pisin
595,TPMWBT,tpm,https://en.wikipedia.org/wiki/Tamprusi_language,http://listen.bible.is/TPMWBT/Matt/1/D,9.75577,-1.35467,9007,7.82,9280,7.09,13:58:37,5.86,5.66,Tampulma
596,TPPTBL,tpp,https://en.wikipedia.org/wiki/Tepehua_languages,http://listen.bible.is/TPPTBL/Matt/1/D,20.7039,-98.0305,10726,6.19,12748,5.72,24:41:46,4.81,4.72,Tepehua Pisaflores
597,TPTTBL,tpt,https://en.wikipedia.org/wiki/Tepehua_languages,http://listen.bible.is/TPTTBL/Matt/1/D,20.704,-98.1947,12288,7.09,11946,6.93,21:15:48,5.23,5.09,Tepehua Tlachichilco
598,TRKBST,tur,https://en.wikipedia.org/wiki/Turkish_language,http://listen.bible.is/TRKBST/Matt/1/D,39.8667,32.8667,2886,8.20,7097,7.81,13:20:31,6.81,6.50,Türkçe
599,TRSUTI,trs,https://en.wikipedia.org/wiki/Trique_language,http://listen.bible.is/TRSUTI/Matt/1/D,17.1628,-97.8547,2068,7.05,5272,6.00,11:43:26,5.22,5.05,Triqui Chicahuaxtla
600,TS1BSM,tso,https://en.wikipedia.org/wiki/Tsonga_language,http://listen.bible.is/TS1BSM/Matt/1/N,-23.5754,31.8105,11409,6.08,13262,5.24,20:47:10,4.49,4.39,Tsonga
601,TSZBSM,tsz,https://en.wikipedia.org/wiki/Pur%C3%A9pecha_language,http://listen.bible.is/TSZBSM/Matt/1/D,19.2467,-101.631,5346,7.77,4271,8.00,10:32:10,7.29,6.99,Purepecha
602,TTCWBT,ttc,https://en.wikipedia.org/wiki/Tektitek_language,http://listen.bible.is/TTCWBT/Matt/1/D,15.4599,-92.1136,9443,6.24,11976,6.04,26:06:02,5.08,4.98,Tektiteko
603,TTRIBT,tat,https://en.wikipedia.org/wiki/Tatar_language,http://listen.bible.is/TTRIBT/Matt/1/D,55.0,50.0,444,8.07,2736,7.43,05:07:10,7.03,6.82,Tatar
604,TU1TBL,tuo,https://en.wikipedia.org/wiki/Tucano_language,http://listen.bible.is/TU1TBL/Matt/1/D,0.579755,-69.5763,3706,8.13,11281,7.69,15:59:20,5.89,5.69,Tukano
605,TUEWBT,tue,https://en.wikipedia.org/wiki/Tuyuca_language,http://listen.bible.is/TUEWBT/Matt/1/D,0.39441,-70.043515,5052,7.75,7600,7.57,12:51:05,7.14,6.93,Tuyuca
606,TUFWYI,tuf,https://en.wikipedia.org/wiki/Uwa_language,http://listen.bible.is/TUFWYI/Matt/1/D,6.8867,-72.097,22443,7.19,27386,6.71,34:25:29,5.05,4.97,U'wa
607,TWBOMF,twb,https://en.wikipedia.org/wiki/Tawbuid_language,http://listen.bible.is/TWBOMF/Matt/1/D,12.8227,121.026,11857,6.17,12757,5.98,22:55:05,5.16,4.98,Tawbuid
608,TWULAI,twu,https://en.wikipedia.org/wiki/Timoric_languages,http://listen.bible.is/TWULAI/Matt/1/D,-10.7326,123.169,13706,6.05,14095,6.13,30:02:32,4.95,4.80,Rote
609,TXATBL,txa,https://en.wikipedia.org/wiki/Tombonuwo_language,http://listen.bible.is/TXATBL/Matt/1/D,6.2892,117.322,9036,7.96,12114,7.19,25:25:36,6.12,5.96,Tombonuo
610,TXUTBL,txu,https://en.wikipedia.org/wiki/Kayapo_language,http://listen.bible.is/TXUTBL/Matt/1/D,-7.77352,-51.6737,7559,7.90,20829,7.70,30:51:29,5.87,5.64,Kayapo
611,TYVIBT,tyv,https://en.wikipedia.org/wiki/Tuvan_language,http://listen.bible.is/TYVIBT/Matt/1/D,48.436,92.6693,371,7.70,818,6.25,01:31:57,6.03,5.79,Tuvin
612,TZHSBM,tzh,https://en.wikipedia.org/wiki/Tzeltal_language,http://listen.bible.is/TZHSBM/Matt/1/D,16.6384,-92.2786,11171,7.30,14918,6.53,23:17:05,5.12,5.01,"Tzeltal, Oxchuc"
613,TZCSBM,tzo,https://en.wikipedia.org/wiki/Tzotzil_language,http://listen.bible.is/TZCSBM/Matt/1/D,16.6362,-92.7388,11459,6.83,14705,6.24,24:30:22,5.10,5.02,"Tzotzil, Chamula"
614,TZTWBT,tzj,https://en.wikipedia.org/wiki/Tz%E2%80%99utujil_language,http://listen.bible.is/TZTWBT/Matt/1/D,14.6351,-91.2012,6410,7.35,15018,6.75,32:18:46,5.50,5.35,"Tzutujil, Western"
615,UDMIBT,udm,https://en.wikipedia.org/wiki/Udmurt_language,http://listen.bible.is/UDMIBT/Matt/1/D,56.12921,52.63548,1846,7.56,9968,5.90,15:31:45,5.20,5.06,Udmurt
616,UDUSIM,udu,https://en.wikipedia.org/wiki/Uduk_language,http://listen.bible.is/UDUSIM/Matt/1/D,9.16012,34.2293,8341,7.19,12825,6.85,30:26:22,5.66,5.51,Uduk
617,UI1UMK,uig,https://en.wikipedia.org/wiki/Uyghur_language,http://listen.bible.is/UI1UMK/Matt/1/N,43.67,79.75,3917,7.39,6850,6.24,13:10:52,5.37,5.27,Уйғурчә
618,URATBL,ura,https://en.wikipedia.org/wiki/Urarina_language,http://listen.bible.is/URATBL/Matt/1/D,-4.44006,-75.4211,10207,6.54,13525,6.22,30:12:15,4.92,4.78,Urarina
619,URBWBT,urb,https://en.wikipedia.org/wiki/Ka%27apor_language,http://listen.bible.is/URBWBT/Matt/1/D,-2.46455,-46.2204,38362,6.77,24008,7.25,31:03:01,4.67,4.50,Ka’apor
620,URDWTC,urd,https://en.wikipedia.org/wiki/Urdu,http://listen.bible.is/URDWTC/Matt/1/D,25.0,67.0,1522,7.30,6614,6.62,19:09:57,6.13,5.93,Urdu
621,URYAOV,ury,https://en.wikipedia.org/wiki/Orya_language,http://listen.bible.is/URYAOV/Matt/1/D,-2.76483,139.89,12249,6.38,16609,5.72,27:33:35,4.96,4.85,Orya
622,VIEVOV,vie,https://en.wikipedia.org/wiki/Vietnamese_language,http://listen.bible.is/VIEVOV/Matt/1/D,20.681188,105.774071,1674,8.05,6714,6.61,09:10:12,5.80,5.63,Tiếng Việt
623,VMWBSM,vmw,https://en.wikipedia.org/wiki/Makhuwa_language,http://listen.bible.is/VMWBSM/Matt/1/D,-14.8509,38.8052,10978,7.34,12191,6.83,20:58:31,5.59,5.39,Makhuwa
624,VUNBST,vun,https://en.wikipedia.org/wiki/Central_Kilimanjaro_language,http://listen.bible.is/VUNBST/Matt/1/D,-3.42531,37.5847,8995,7.16,10661,6.52,18:30:32,5.58,5.46,Kivunjo
625,WMWWYI,wmw,https://en.wikipedia.org/wiki/Mwani_language,http://listen.bible.is/WMWWYI/Matt/1/D,-12.5821,40.4601,12870,6.56,13402,6.50,22:11:45,5.39,5.23,Mwani
626,XALIBT,xal,https://en.wikipedia.org/wiki/Oirat_language,http://listen.bible.is/XALIBT/Matt/1/D,46.566667,45.316667,922,7.79,4460,6.90,09:26:57,6.19,5.96,Kalmyk-Oirat
627,XEDWYI,xed,https://en.wikipedia.org/wiki/Hdi_language,http://listen.bible.is/XEDWYI/Matt/1/D,10.942,13.6881,6403,8.06,10801,7.49,20:43:24,5.72,5.50,Hdi
628,XMMLAI,xmm,https://en.wikipedia.org/wiki/Manado_Malay,http://listen.bible.is/XMMLAI/Matt/1/N,1.48099,124.843,12639,5.52,13987,5.20,24:40:53,3.91,3.83,Manadonese Malay
629,XO2IBS,xon,https://en.wikipedia.org/wiki/Konkomba_language,http://listen.bible.is/XO2IBS/Matt/1/D,9.82224,0.2783,9977,7.95,10804,7.75,17:39:14,6.57,6.25,"Konkomba, Likpakpaaln"
630,XOGBSU,xog,https://en.wikipedia.org/wiki/Soga_language,http://listen.bible.is/XOGBSU/Matt/1/D,0.40456,33.3942,9281,7.06,9360,6.88,18:03:33,5.64,5.41,Lusoga
631,XRBWBT,xrb,https://en.wikipedia.org/wiki/Karaboro_languages,http://listen.bible.is/XRBWBT/Matt/1/D,10.4987,-4.52253,7405,8.35,11660,8.06,22:12:01,7.07,6.72,Karaboro
632,XSMBFV,xsm,https://en.wikipedia.org/wiki/Kasena_language,http://listen.bible.is/XSMBFV/Matt/1/D,11.0824,-1.39076,1378,8.46,10631,7.67,16:37:01,6.68,6.46,Kasem
633,XSRWBT,xsr,https://en.wikipedia.org/wiki/Sherpa_language,http://listen.bible.is/XSRWBT/Matt/1,27.674,86.9994,3242,7.24,1550,7.42,07:12:14,7.25,7.05,Sherpa
634,XSUMEV,xsu,https://en.wikipedia.org/wiki/Sanum%C3%A1_language,http://listen.bible.is/XSUMEV/Matt/1/D,1.31875,-67.6498,8252,7.17,16139,6.59,34:12:38,5.44,5.26,Sanumá
635,XTDTBL,xtd,https://en.wikipedia.org/wiki/Tilantongo_Mixtec,http://listen.bible.is/XTDTBL/Matt/1/D,17.3596,-97.3861,16476,6.33,17617,6.45,30:30:37,5.36,5.16,Mixtec Diuxi-Tilantongo
636,XTMTBL,xtm,https://en.wikipedia.org/wiki/Pe%C3%B1asco_Mixtec,http://listen.bible.is/XTMTBL/Matt/1/D,17.2837,-97.5413,10741,6.17,12915,5.61,25:40:14,4.77,4.64,"Mixtec, Magdalena Peñasco"
637,XUOWBT,xuo,https://en.wikipedia.org/wiki/Kuo_language,http://listen.bible.is/XUOWBT/Matt/1/D,7.97771,15.4843,4250,7.84,12620,6.72,23:18:00,5.55,5.29,Kuo
638,YAZTBL,yaz,https://en.wikipedia.org/wiki/Yak%C3%B6_language,http://listen.bible.is/YAZTBL/Matt/1/D,5.91483,8.0933,2286,7.90,6769,6.60,17:23:32,6.09,5.85,Lokaa
639,YCLNVS,ycl,https://en.wikipedia.org/wiki/Lolopo_language,http://listen.bible.is/YCLNVS/Matt/1/N,25.50051,101.30185,12373,8.47,14497,7.22,25:54:33,5.75,5.61,Elo
640,YUASBM,yua,https://en.wikipedia.org/wiki/Yucatec_Maya_language,http://listen.bible.is/YUASBM/Matt/1/D,18.7757,-88.9567,6992,7.76,11498,7.03,20:23:29,5.76,5.60,"Maya, Yucatan"
641,YUHSBV,yue,https://en.wikipedia.org/wiki/Cantonese,http://listen.bible.is/YUHSBV/Matt/1/D,23.0,113.0,2561,7.99,3372,7.99,14:06:43,7.60,7.39,廣東話
642,ZYPWBT,zyp,https://en.wikipedia.org/wiki/Zyphe_language,http://listen.bible.is/ZYPWBT/Matt/1/D,22.524,93.264,8277,7.27,7416,7.22,19:37:22,6.46,6.36,Zyphe
